filename	acq_time	operator	randstr
anat/sub-llmkdl_ses-01_acq-defaced_T1w.nii.gz	2022-05-17T13:09:42.187500	Douglas Garrett	a91613d2
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-01_bold.nii.gz	2022-05-17T13:20:57.107500	Douglas Garrett	5041179a
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-02_bold.nii.gz	2022-05-17T13:26:06.522500	Douglas Garrett	53989f46
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-03_bold.nii.gz	2022-05-17T13:31:15.925000	Douglas Garrett	24bb8009
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-04_bold.nii.gz	2022-05-17T13:36:21.332500	Douglas Garrett	9e2b809b
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-05_bold.nii.gz	2022-05-17T13:41:28.052500	Douglas Garrett	508a153e
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-06_bold.nii.gz	2022-05-17T13:46:54.760000	Douglas Garrett	91c64fe1
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-07_bold.nii.gz	2022-05-17T13:52:05.935000	Douglas Garrett	b955c585
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-08_bold.nii.gz	2022-05-17T13:57:17.727500	Douglas Garrett	805c975a
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-09_bold.nii.gz	2022-05-17T14:02:26.697500	Douglas Garrett	ecaf5930
func/sub-llmkdl_ses-01_task-1_acq-MB4_run-10_bold.nii.gz	2022-05-17T14:07:43.110000	Douglas Garrett	69182d73
fmap/sub-llmkdl_ses-01_acq-MB4gre_dir-AP_epi.nii.gz	2022-05-17T14:13:13.160000	Douglas Garrett	02bef06f
fmap/sub-llmkdl_ses-01_acq-MB4gre_dir-PA_epi.nii.gz	2022-05-17T14:14:00.812500	Douglas Garrett	66dfc89f
